23.65	23.65	21.5	21.5	23.65	25.8	30.1	32.25	34.4	38.7	43	43	47.3	51.6	47.3	47.3	43	47.3	43	30.96	40.85	30.96	37.84	33.11	28.38
32.45	32.45	29.5	29.5	32.45	35.4	41.3	44.25	47.2	53.1	59	59	64.9	70.8	64.9	64.9	59	64.9	59	42.48	56.05	42.48	51.92	45.43	38.94
12.65	12.65	11.5	11.5	12.65	13.8	16.1	17.25	18.4	20.7	23	23	25.3	27.6	25.3	25.3	23	25.3	23	16.56	21.85	16.56	20.24	17.71	15.18
32.45	32.45	29.5	29.5	32.45	35.4	41.3	44.25	47.2	53.1	59	59	64.9	70.8	64.9	64.9	59	64.9	59	42.48	56.05	42.48	51.92	45.43	38.94
18.15	18.15	16.5	16.5	18.15	19.8	23.1	24.75	26.4	29.7	33	33	36.3	39.6	36.3	36.3	33	36.3	33	23.76	31.35	23.76	29.04	25.41	21.78
17.05	17.05	15.5	15.5	17.05	18.6	21.7	23.25	24.8	27.9	31	31	34.1	37.2	34.1	34.1	31	34.1	31	22.32	29.45	22.32	27.28	23.87	20.46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.85	14.85	13.5	13.5	14.85	16.2	18.9	20.25	21.6	24.3	27	27	29.7	32.4	29.7	29.7	27	29.7	27	19.44	25.65	19.44	23.76	20.79	17.82
36.3	36.3	33	33	36.3	39.6	46.2	49.5	52.8	59.4	66	66	72.6	79.2	72.6	72.6	66	72.6	66	47.52	62.7	47.52	58.08	50.82	43.56
20.35	20.35	18.5	18.5	20.35	22.2	25.9	27.75	29.6	33.3	37	37	40.7	44.4	40.7	40.7	37	40.7	37	26.64	35.15	26.64	32.56	28.49	24.42
52.8	52.8	48	48	52.8	57.6	67.2	72	76.8	86.4	96	96	105.6	115.2	105.6	105.6	96	105.6	96	69.12	91.2	69.12	84.48	73.92	63.36
9.9	9.9	9	9	9.9	10.8	12.6	13.5	14.4	16.2	18	18	19.8	21.6	19.8	19.8	18	19.8	18	12.96	17.1	12.96	15.84	13.86	11.88
8.8	8.8	8	8	8.8	9.6	11.2	12	12.8	14.4	16	16	17.6	19.2	17.6	17.6	16	17.6	16	11.52	15.2	11.52	14.08	12.32	10.56
29.15	29.15	26.5	26.5	29.15	31.8	37.1	39.75	42.4	47.7	53	53	58.3	63.6	58.3	58.3	53	58.3	53	38.16	50.35	38.16	46.64	40.81	34.98
15.4	15.4	14	14	15.4	16.8	19.6	21	22.4	25.2	28	28	30.8	33.6	30.8	30.8	28	30.8	28	20.16	26.6	20.16	24.64	21.56	18.48
18.7	18.7	17	17	18.7	20.4	23.8	25.5	27.2	30.6	34	34	37.4	40.8	37.4	37.4	34	37.4	34	24.48	32.3	24.48	29.92	26.18	22.44
11	11	10	10	11	12	14	15	16	18	20	20	22	24	22	22	20	22	20	14.4	19	14.4	17.6	15.4	13.2
47.85	47.85	43.5	43.5	47.85	52.2	60.9	65.25	69.6	78.3	87	87	95.7	104.4	95.7	95.7	87	95.7	87	62.64	82.65	62.64	76.56	66.99	57.42
9.35	9.35	8.5	8.5	9.35	10.2	11.9	12.75	13.6	15.3	17	17	18.7	20.4	18.7	18.7	17	18.7	17	12.24	16.15	12.24	14.96	13.09	11.22
9.35	9.35	8.5	8.5	9.35	10.2	11.9	12.75	13.6	15.3	17	17	18.7	20.4	18.7	18.7	17	18.7	17	12.24	16.15	12.24	14.96	13.09	11.22
9.9	9.9	9	9	9.9	10.8	12.6	13.5	14.4	16.2	18	18	19.8	21.6	19.8	19.8	18	19.8	18	12.96	17.1	12.96	15.84	13.86	11.88
12.65	12.65	11.5	11.5	12.65	13.8	16.1	17.25	18.4	20.7	23	23	25.3	27.6	25.3	25.3	23	25.3	23	16.56	21.85	16.56	20.24	17.71	15.18
62.15	62.15	56.5	56.5	62.15	67.8	79.1	84.75	90.4	101.7	113	113	124.3	135.6	124.3	124.3	113	124.3	113	81.36	107.35	81.36	99.44	87.01	74.58
34.65	34.65	31.5	31.5	34.65	37.8	44.1	47.25	50.4	56.7	63	63	69.3	75.6	69.3	69.3	63	69.3	63	45.36	59.85	45.36	55.44	48.51	41.58
46.2	46.2	42	42	46.2	50.4	58.8	63	67.2	75.6	84	84	92.4	100.8	92.4	92.4	84	92.4	84	60.48	79.8	60.48	73.92	64.68	55.44
6.6	6.6	6	6	6.6	7.2	8.4	9	9.6	10.8	12	12	13.2	14.4	13.2	13.2	12	13.2	12	8.64	11.4	8.64	10.56	9.24	7.92
6.6	6.6	6	6	6.6	7.2	8.4	9	9.6	10.8	12	12	13.2	14.4	13.2	13.2	12	13.2	12	8.64	11.4	8.64	10.56	9.24	7.92
152.35	152.35	138.5	138.5	152.35	166.2	193.9	207.75	221.6	249.3	277	277	304.7	332.4	304.7	304.7	277	304.7	277	199.44	263.15	199.44	243.76	213.29	182.82
42.9	42.9	39	39	42.9	46.8	54.6	58.5	62.4	70.2	78	78	85.8	93.6	85.8	85.8	78	85.8	78	56.16	74.1	56.16	68.64	60.06	51.48
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42.35	42.35	38.5	38.5	42.35	46.2	53.9	57.75	61.6	69.3	77	77	84.7	92.4	84.7	84.7	77	84.7	77	55.44	73.15	55.44	67.76	59.29	50.82
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.45	21.45	19.5	19.5	21.45	23.4	27.3	29.25	31.2	35.1	39	39	42.9	46.8	42.9	42.9	39	42.9	39	28.08	37.05	28.08	34.32	30.03	25.74
15.4	15.4	14	14	15.4	16.8	19.6	21	22.4	25.2	28	28	30.8	33.6	30.8	30.8	28	30.8	28	20.16	26.6	20.16	24.64	21.56	18.48
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36.3	36.3	33	33	36.3	39.6	46.2	49.5	52.8	59.4	66	66	72.6	79.2	72.6	72.6	66	72.6	66	47.52	62.7	47.52	58.08	50.82	43.56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.6	6.6	6	6	6.6	7.2	8.4	9	9.6	10.8	12	12	13.2	14.4	13.2	13.2	12	13.2	12	8.64	11.4	8.64	10.56	9.24	7.92
3.3	3.3	3	3	3.3	3.6	4.2	4.5	4.8	5.4	6	6	6.6	7.2	6.6	6.6	6	6.6	6	4.32	5.7	4.32	5.28	4.62	3.96
37.4	37.4	34	34	37.4	40.8	47.6	51	54.4	61.2	68	68	74.8	81.6	74.8	74.8	68	74.8	68	48.96	64.6	48.96	59.84	52.36	44.88
25.85	25.85	23.5	23.5	25.85	28.2	32.9	35.25	37.6	42.3	47	47	51.7	56.4	51.7	51.7	47	51.7	47	33.84	44.65	33.84	41.36	36.19	31.02
37.4	37.4	34	34	37.4	40.8	47.6	51	54.4	61.2	68	68	74.8	81.6	74.8	74.8	68	74.8	68	48.96	64.6	48.96	59.84	52.36	44.88
33.55	33.55	30.5	30.5	33.55	36.6	42.7	45.75	48.8	54.9	61	61	67.1	73.2	67.1	67.1	61	67.1	61	43.92	57.95	43.92	53.68	46.97	40.26
39.05	39.05	35.5	35.5	39.05	42.6	49.7	53.25	56.8	63.9	71	71	78.1	85.2	78.1	78.1	71	78.1	71	51.12	67.45	51.12	62.48	54.67	46.86
21.45	21.45	19.5	19.5	21.45	23.4	27.3	29.25	31.2	35.1	39	39	42.9	46.8	42.9	42.9	39	42.9	39	28.08	37.05	28.08	34.32	30.03	25.74
71.5	71.5	65	65	71.5	78	91	97.5	104	117	130	130	143	156	143	143	130	143	130	93.6	123.5	93.6	114.4	100.1	85.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.7	29.7	27	27	29.7	32.4	37.8	40.5	43.2	48.6	54	54	59.4	64.8	59.4	59.4	54	59.4	54	38.88	51.3	38.88	47.52	41.58	35.64
11	11	10	10	11	12	14	15	16	18	20	20	22	24	22	22	20	22	20	14.4	19	14.4	17.6	15.4	13.2
6.05	6.05	5.5	5.5	6.05	6.6	7.7	8.25	8.8	9.9	11	11	12.1	13.2	12.1	12.1	11	12.1	11	7.92	10.45	7.92	9.68	8.47	7.26
13.2	13.2	12	12	13.2	14.4	16.8	18	19.2	21.6	24	24	26.4	28.8	26.4	26.4	24	26.4	24	17.28	22.8	17.28	21.12	18.48	15.84
11.55	11.55	10.5	10.5	11.55	12.6	14.7	15.75	16.8	18.9	21	21	23.1	25.2	23.1	23.1	21	23.1	21	15.12	19.95	15.12	18.48	16.17	13.86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.4	26.4	24	24	26.4	28.8	33.6	36	38.4	43.2	48	48	52.8	57.6	52.8	52.8	48	52.8	48	34.56	45.6	34.56	42.24	36.96	31.68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89.65	89.65	81.5	81.5	89.65	97.8	114.1	122.25	130.4	146.7	163	163	179.3	195.6	179.3	179.3	163	179.3	163	117.36	154.85	117.36	143.44	125.51	107.58
5.5	5.5	5	5	5.5	6	7	7.5	8	9	10	10	11	12	11	11	10	11	10	7.2	9.5	7.2	8.8	7.7	6.6
35.75	35.75	32.5	32.5	35.75	39	45.5	48.75	52	58.5	65	65	71.5	78	71.5	71.5	65	71.5	65	46.8	61.75	46.8	57.2	50.05	42.9
6.6	6.6	6	6	6.6	7.2	8.4	9	9.6	10.8	12	12	13.2	14.4	13.2	13.2	12	13.2	12	8.64	11.4	8.64	10.56	9.24	7.92
16.5	16.5	15	15	16.5	18	21	22.5	24	27	30	30	33	36	33	33	30	33	30	21.6	28.5	21.6	26.4	23.1	19.8
23.1	23.1	21	21	23.1	25.2	29.4	31.5	33.6	37.8	42	42	46.2	50.4	46.2	46.2	42	46.2	42	30.24	39.9	30.24	36.96	32.34	27.72
20.9	20.9	19	19	20.9	22.8	26.6	28.5	30.4	34.2	38	38	41.8	45.6	41.8	41.8	38	41.8	38	27.36	36.1	27.36	33.44	29.26	25.08
8.25	8.25	7.5	7.5	8.25	9	10.5	11.25	12	13.5	15	15	16.5	18	16.5	16.5	15	16.5	15	10.8	14.25	10.8	13.2	11.55	9.9
18.7	18.7	17	17	18.7	20.4	23.8	25.5	27.2	30.6	34	34	37.4	40.8	37.4	37.4	34	37.4	34	24.48	32.3	24.48	29.92	26.18	22.44
23.1	23.1	21	21	23.1	25.2	29.4	31.5	33.6	37.8	42	42	46.2	50.4	46.2	46.2	42	46.2	42	30.24	39.9	30.24	36.96	32.34	27.72
20.35	20.35	18.5	18.5	20.35	22.2	25.9	27.75	29.6	33.3	37	37	40.7	44.4	40.7	40.7	37	40.7	37	26.64	35.15	26.64	32.56	28.49	24.42
12.1	12.1	11	11	12.1	13.2	15.4	16.5	17.6	19.8	22	22	24.2	26.4	24.2	24.2	22	24.2	22	15.84	20.9	15.84	19.36	16.94	14.52
2.75	2.75	2.5	2.5	2.75	3	3.5	3.75	4	4.5	5	5	5.5	6	5.5	5.5	5	5.5	5	3.6	4.75	3.6	4.4	3.85	3.3
12.65	12.65	11.5	11.5	12.65	13.8	16.1	17.25	18.4	20.7	23	23	25.3	27.6	25.3	25.3	23	25.3	23	16.56	21.85	16.56	20.24	17.71	15.18
20.9	20.9	19	19	20.9	22.8	26.6	28.5	30.4	34.2	38	38	41.8	45.6	41.8	41.8	38	41.8	38	27.36	36.1	27.36	33.44	29.26	25.08
17.05	17.05	15.5	15.5	17.05	18.6	21.7	23.25	24.8	27.9	31	31	34.1	37.2	34.1	34.1	31	34.1	31	22.32	29.45	22.32	27.28	23.87	20.46
23.65	23.65	21.5	21.5	23.65	25.8	30.1	32.25	34.4	38.7	43	43	47.3	51.6	47.3	47.3	43	47.3	43	30.96	40.85	30.96	37.84	33.11	28.38
27.5	27.5	25	25	27.5	30	35	37.5	40	45	50	50	55	60	55	55	50	55	50	36	47.5	36	44	38.5	33
1.1	1.1	1	1	1.1	1.2	1.4	1.5	1.6	1.8	2	2	2.2	2.4	2.2	2.2	2	2.2	2	1.44	1.9	1.44	1.76	1.54	1.32
4.4	4.4	4	4	4.4	4.8	5.6	6	6.4	7.2	8	8	8.8	9.6	8.8	8.8	8	8.8	8	5.76	7.6	5.76	7.04	6.16	5.28
21.45	21.45	19.5	19.5	21.45	23.4	27.3	29.25	31.2	35.1	39	39	42.9	46.8	42.9	42.9	39	42.9	39	28.08	37.05	28.08	34.32	30.03	25.74
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37.4	37.4	34	34	37.4	40.8	47.6	51	54.4	61.2	68	68	74.8	81.6	74.8	74.8	68	74.8	68	48.96	64.6	48.96	59.84	52.36	44.88
3.3	3.3	3	3	3.3	3.6	4.2	4.5	4.8	5.4	6	6	6.6	7.2	6.6	6.6	6	6.6	6	4.32	5.7	4.32	5.28	4.62	3.96
4.4	4.4	4	4	4.4	4.8	5.6	6	6.4	7.2	8	8	8.8	9.6	8.8	8.8	8	8.8	8	5.76	7.6	5.76	7.04	6.16	5.28
12.1	12.1	11	11	12.1	13.2	15.4	16.5	17.6	19.8	22	22	24.2	26.4	24.2	24.2	22	24.2	22	15.84	20.9	15.84	19.36	16.94	14.52
101.2	101.2	92	92	101.2	110.4	128.8	138	147.2	165.6	184	184	202.4	220.8	202.4	202.4	184	202.4	184	132.48	174.8	132.48	161.92	141.68	121.44
11	11	10	10	11	12	14	15	16	18	20	20	22	24	22	22	20	22	20	14.4	19	14.4	17.6	15.4	13.2
18.15	18.15	16.5	16.5	18.15	19.8	23.1	24.75	26.4	29.7	33	33	36.3	39.6	36.3	36.3	33	36.3	33	23.76	31.35	23.76	29.04	25.41	21.78
